Unnamed: 0,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17_level_1,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22_level_1,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27_level_1,Arena,Attend.,Attend./G,Season,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,W/L%,PS/G,PA/G,Conference,PTS_rolling_avg,ORB_rolling_avg,DRB_rolling_avg,AST_rolling_avg,3P_rolling_avg,3PA_rolling_avg,STL_rolling_avg,BLK_rolling_avg,Point_Differential,win_ratio_trend
28,,Orlando Magic,,21.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,240.7,38.3,89.2,0.429,10.9,31.8,0.343,27.4,57.4,0.476,16.6,21.4,0.775,10.4,35.1,45.4,21.8,6.9,4.4,12.8,17.2,104.0,0.292,104.0,113.3,East,104.0,10.4,35.1,21.8,10.9,31.8,6.9,4.4,-9.299999999999995,
29,,Cleveland Cavaliers,,22.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,72.0,242.1,38.6,85.8,0.45,10.0,29.7,0.336,28.6,56.0,0.51,16.7,22.4,0.743,10.4,32.3,42.8,23.8,7.8,4.5,15.5,18.2,103.8,0.306,103.8,112.3,East,103.8,10.4,32.3,23.8,10.0,29.7,7.8,4.5,-8.5,
30,,Minnesota Timberwolves,,46.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.2,41.6,91.0,0.457,14.8,41.3,0.358,26.8,49.7,0.54,18.0,23.1,0.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,115.9,0.561,115.9,113.3,West,114.0,10.85,32.95,25.65,13.95,39.45,8.8,5.55,2.6000000000000085,0.242
31,,Memphis Grizzlies,,56.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.2,43.5,94.4,0.461,11.5,32.7,0.353,32.0,61.7,0.519,17.0,23.1,0.734,14.1,35.0,49.2,26.0,9.8,6.5,13.2,19.8,115.6,0.683,115.6,109.9,West,114.45,12.65,35.15,26.45,11.35,32.05,9.45,5.8,5.699999999999989,0.155
32,,Milwaukee Bucks,,51.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.9,41.8,89.4,0.468,14.1,38.4,0.366,27.8,51.0,0.544,17.8,22.9,0.776,10.2,36.5,46.7,23.9,7.6,4.0,13.4,18.2,115.5,0.622,115.5,112.1,East,117.8,10.25,37.15,24.7,14.25,37.75,7.85,4.3,3.4000000000000057,-0.017
33,,Charlotte Hornets,,43.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,242.4,42.8,91.4,0.468,13.9,38.2,0.365,28.8,53.3,0.542,15.8,21.4,0.74,10.8,33.7,44.6,28.1,8.6,4.9,13.3,19.9,115.3,0.524,115.3,114.9,East,112.4,10.7,33.45,27.450000000000003,13.8,37.6,8.2,4.85,0.3999999999999915,0.066
34,,Phoenix Suns,,64.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.6,43.7,90.1,0.485,11.6,31.9,0.364,32.1,58.2,0.551,15.9,19.9,0.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8,0.78,114.8,107.3,West,115.05,9.3,34.85,27.15,12.35,33.25,7.9,4.35,7.5,0.072
35,,Atlanta Hawks,,43.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.3,41.5,88.3,0.47,12.9,34.4,0.374,28.6,53.9,0.531,18.1,22.3,0.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9,0.524,113.9,112.4,East,113.8,10.3,34.5,24.35,12.65,33.9,7.1,4.5,1.5,-0.0449999999999999
36,,Utah Jazz,,49.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.6,40.6,86.2,0.471,14.5,40.3,0.36,26.0,45.8,0.568,17.9,23.4,0.767,10.8,35.6,46.3,22.4,7.2,4.9,14.0,18.9,113.6,0.598,113.6,107.6,West,115.0,10.7,36.6,23.05,15.6,41.65,6.9,5.050000000000001,6.0,-0.124
37,,San Antonio Spurs,,34.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.5,43.2,92.7,0.467,11.3,32.0,0.352,32.0,60.7,0.527,15.4,20.4,0.754,11.0,34.3,45.3,27.9,7.6,4.9,12.7,18.1,113.2,0.415,113.2,113.0,West,112.15,10.15,34.45,26.15,10.6,30.2,7.3,5.0,0.2000000000000028,-0.043
38,,Brooklyn Nets,,44.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.9,42.0,88.4,0.475,11.5,31.7,0.361,30.5,56.7,0.538,17.5,21.7,0.805,10.3,34.1,44.4,25.3,7.1,5.5,14.1,20.4,112.9,0.537,112.9,112.1,East,115.75,9.6,34.8,26.05,12.85,33.9,6.9,5.4,0.8000000000000114,-0.13
39,,Denver Nuggets,,48.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.5,41.7,86.3,0.483,12.7,35.9,0.353,29.0,50.4,0.575,16.7,21.0,0.795,9.2,34.9,44.1,27.8,7.2,3.7,14.5,20.0,112.7,0.585,112.7,110.4,West,113.9,9.85,34.4,27.3,12.8,35.05,7.65,4.1,2.299999999999997,-0.068
40,,Los Angeles Lakers,,33.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,243.7,41.6,88.8,0.469,12.0,34.5,0.347,29.7,54.3,0.546,16.8,23.0,0.732,9.5,34.5,44.0,24.0,7.6,5.2,14.5,20.2,112.1,0.402,112.1,115.1,West,110.8,9.6,34.55,24.35,11.55,32.85,7.699999999999999,5.300000000000001,-3.0,-0.1809999999999999
41,,Boston Celtics,,51.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,242.7,40.7,87.4,0.466,13.2,37.1,0.356,27.5,50.3,0.547,17.0,20.9,0.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8,0.622,111.8,104.5,East,112.2,10.55,34.55,24.15,13.4,36.75,7.45,5.55,7.299999999999997,0.122
42,,Chicago Bulls,,46.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.6,41.7,86.9,0.48,10.6,28.8,0.369,31.1,58.1,0.535,17.5,21.5,0.813,8.7,33.7,42.3,23.9,7.1,4.1,12.8,18.8,111.6,0.561,111.6,112.0,East,111.15,9.15,34.5,25.35,11.6,31.4,6.9,4.15,-0.4000000000000057,0.13
43,,Indiana Pacers,,25.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,242.4,41.4,89.5,0.463,12.2,35.4,0.344,29.3,54.1,0.541,16.4,21.4,0.768,11.3,32.6,43.9,25.4,7.1,5.6,14.4,20.4,111.5,0.305,111.5,114.9,East,113.4,10.15,33.150000000000006,26.4,12.25,34.7,7.8,6.0,-3.4000000000000057,-0.1669999999999999
44,,Golden State Warriors,,53.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.6,40.5,86.4,0.469,14.3,39.4,0.364,26.2,47.0,0.557,15.6,20.3,0.769,9.8,35.7,45.5,27.1,8.8,4.5,14.9,21.0,111.0,0.646,111.0,105.5,West,112.35,8.9,35.400000000000006,27.4,14.45,39.05,8.5,4.65,5.5,0.1039999999999999
45,,Sacramento Kings,,30.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.5,40.5,88.1,0.46,11.4,33.2,0.344,29.1,54.9,0.53,17.9,23.3,0.768,9.6,33.4,42.9,23.7,7.2,4.5,14.1,18.9,110.3,0.366,110.3,115.8,West,112.0,9.5,32.7,24.6,11.75,33.25,7.35,4.75,-5.5,-0.065
46,,Miami Heat,,53.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,242.1,39.6,84.8,0.467,13.6,35.8,0.379,26.0,49.0,0.531,17.3,21.4,0.808,9.8,33.9,43.7,25.5,7.4,3.2,14.6,20.5,110.0,0.646,110.0,105.6,East,109.05,8.9,33.7,25.9,13.25,36.0,7.65,3.6,4.400000000000006,0.0899999999999999
47,,Philadelphia 76ers,,51.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.5,39.4,84.5,0.466,11.6,31.8,0.364,27.8,52.7,0.527,19.6,23.8,0.821,8.5,33.8,42.3,23.7,7.7,5.3,12.5,19.4,109.9,0.622,109.9,107.3,East,111.75,9.25,34.4,23.7,11.45,30.950000000000003,8.4,5.75,2.6000000000000085,-0.059
48,,Houston Rockets,,20.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.9,39.4,86.4,0.456,13.5,38.7,0.349,25.9,47.7,0.543,17.5,24.5,0.713,9.6,32.4,42.0,23.6,7.3,4.7,16.5,20.6,109.7,0.244,109.7,118.2,West,109.25,9.45,32.849999999999994,23.6,13.65,39.650000000000006,7.449999999999999,4.85,-8.5,0.008
49,,Toronto Raptors,,48.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,242.1,40.6,91.3,0.445,11.9,34.2,0.349,28.7,57.1,0.503,16.2,21.3,0.759,13.4,32.0,45.3,22.1,9.0,4.6,12.5,19.6,109.4,0.585,109.4,107.1,East,110.35,11.4,32.05,23.1,13.2,36.75,8.8,5.0,2.300000000000012,0.2099999999999999
50,,New Orleans Pelicans,,36.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.9,40.2,88.0,0.457,10.6,32.1,0.332,29.5,55.9,0.528,18.3,23.2,0.789,12.0,33.2,45.2,25.0,8.3,4.0,14.1,19.7,109.3,0.439,109.3,110.3,West,111.95,11.85,34.45,25.5,10.6,31.25,7.95,4.2,-1.0,0.008
51,,Washington Wizards,,35.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.8,40.6,86.0,0.472,10.5,30.6,0.342,30.1,55.4,0.543,17.0,21.7,0.783,9.0,34.1,43.1,25.0,6.4,5.0,13.1,18.8,108.6,0.427,108.6,112.0,East,112.6,9.35,34.8,25.25,10.35,29.8,6.85,4.55,-3.4000000000000057,-0.0449999999999999
52,,Los Angeles Clippers,,42.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.2,40.1,87.4,0.458,12.8,34.2,0.374,27.3,53.3,0.512,15.5,19.6,0.793,9.1,34.9,44.0,24.0,7.4,5.0,13.7,18.6,108.4,0.512,108.4,108.4,West,111.2,9.25,34.8,24.2,13.55,34.45,7.25,4.55,0.0,-0.141
53,,Dallas Mavericks,,52.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.9,39.3,85.1,0.461,13.1,37.4,0.35,26.2,47.8,0.548,16.4,21.2,0.771,9.3,33.8,43.0,23.4,6.7,4.0,12.5,19.7,108.0,0.634,108.0,104.7,West,110.2,9.2,34.0,23.15,13.45,37.75,6.5,4.15,3.299999999999997,0.051
54,,Cleveland Cavaliers,,44.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.6,39.7,84.6,0.469,11.6,32.8,0.355,28.1,51.9,0.541,16.8,22.1,0.76,10.2,34.0,44.2,25.2,7.1,4.2,14.4,17.5,107.8,0.537,107.8,105.7,East,105.8,10.3,33.15,24.5,10.8,31.25,7.449999999999999,4.35,2.0999999999999943,0.231
55,,New York Knicks,,37.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.2,37.7,86.2,0.437,13.2,36.9,0.357,24.5,49.3,0.497,18.0,24.1,0.744,11.5,34.6,46.1,21.9,7.0,4.9,13.3,20.4,106.5,0.451,106.5,106.6,East,106.75,10.6,35.05,21.65,12.5,33.45,7.0,5.0,-0.0999999999999943,-0.1179999999999999
56,,Portland Trail Blazers,,27.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,240.6,38.5,87.1,0.442,12.7,36.8,0.346,25.8,50.3,0.513,16.4,21.6,0.76,10.4,32.5,42.9,22.9,8.0,4.5,14.5,21.1,106.2,0.329,106.2,115.1,West,111.15,10.5,33.2,22.1,14.2,38.8,7.45,4.75,-8.899999999999991,-0.2539999999999999
57,,Detroit Pistons,,23.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.2,38.2,88.6,0.431,11.3,34.6,0.326,26.9,54.0,0.498,17.2,22.0,0.782,11.0,32.0,43.0,23.5,7.7,4.8,14.2,21.9,104.8,0.28,104.8,112.5,East,105.7,10.3,32.55,23.85,11.45,33.75,7.550000000000001,5.0,-7.700000000000003,0.002
58,,Orlando Magic,,22.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.2,38.3,88.3,0.434,12.2,36.9,0.331,26.1,51.4,0.507,15.5,19.7,0.787,9.1,35.2,44.3,23.7,6.8,4.5,14.5,19.7,104.2,0.268,104.2,112.2,East,104.1,9.75,35.150000000000006,22.75,11.55,34.35,6.85,4.45,-8.0,-0.0239999999999999
59,,Oklahoma City Thunder,,24.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,82.0,241.5,38.3,89.1,0.43,12.1,37.4,0.323,26.2,51.8,0.507,15.0,19.9,0.756,10.4,35.2,45.6,22.2,7.6,4.6,14.0,18.3,103.7,0.293,103.7,111.8,West,104.35,10.15,35.45,22.15,12.0,36.25,7.3,4.5,-8.099999999999994,-0.013
60,,Sacramento Kings,,48.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.8,43.6,88.2,0.494,13.8,37.3,0.369,29.8,50.9,0.586,19.8,25.1,0.79,9.5,32.9,42.5,27.3,7.0,3.4,13.5,19.7,120.7,0.585,120.7,118.1,West,114.9,9.5,32.766666666666666,25.5,12.433333333333332,34.6,7.233333333333333,4.3,2.6000000000000085,0.2189999999999999
61,,Golden State Warriors,,44.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.8,43.1,90.2,0.479,16.6,43.2,0.385,26.5,47.0,0.564,16.0,20.2,0.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,118.9,0.537,118.9,117.1,West,114.53333333333336,9.433333333333334,34.96666666666667,28.2,15.166666666666666,40.43333333333334,8.066666666666666,4.4,1.8000000000000114,-0.1089999999999999
62,,Atlanta Hawks,,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,242.1,44.6,92.4,0.483,10.8,30.5,0.352,33.9,61.8,0.548,18.5,22.6,0.818,11.2,33.2,44.4,25.0,7.1,4.9,12.9,18.8,118.4,0.5,118.4,118.1,East,115.33333333333331,10.6,34.06666666666667,24.566666666666663,12.033333333333331,32.766666666666666,7.1000000000000005,4.633333333333334,0.3000000000000113,-0.024
63,,Boston Celtics,,57.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,243.7,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9,0.695,117.9,111.4,East,114.1,10.266666666666666,34.9,25.0,14.266666666666666,38.7,7.1000000000000005,5.433333333333334,6.5,0.0729999999999999
64,,Oklahoma City Thunder,,40.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,242.1,43.1,92.6,0.465,12.1,34.1,0.356,31.0,58.5,0.53,19.2,23.7,0.809,11.4,32.3,43.6,24.4,8.2,4.2,13.0,21.0,117.5,0.488,117.5,116.4,West,108.73333333333332,10.566666666666668,34.4,22.9,12.033333333333331,35.53333333333333,7.599999999999999,4.4,1.0999999999999943,0.195
65,,Los Angeles Lakers,,43.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,242.4,42.9,89.0,0.482,10.8,31.2,0.346,32.1,57.8,0.555,20.6,26.6,0.775,10.0,35.7,45.7,25.3,6.4,4.6,14.1,17.9,117.2,0.524,117.2,116.6,West,112.93333333333334,9.733333333333333,34.93333333333334,24.666666666666668,11.3,32.300000000000004,7.266666666666667,5.066666666666666,0.6000000000000085,0.122
66,,Utah Jazz,,37.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.5,42.5,89.8,0.473,13.3,37.8,0.353,29.2,52.0,0.56,18.7,23.8,0.786,11.8,34.1,45.9,26.0,6.1,5.2,15.4,20.5,117.1,0.451,117.1,118.0,West,115.7,11.066666666666668,35.76666666666667,24.03333333333333,14.833333333333334,40.36666666666667,6.633333333333333,5.1000000000000005,-0.9000000000000057,-0.1469999999999999
67,,Memphis Grizzlies,,51.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.2,43.7,92.1,0.475,12.0,34.2,0.351,31.7,57.9,0.548,17.5,23.8,0.733,12.0,34.6,46.6,26.0,8.3,5.8,13.6,20.0,116.9,0.622,116.9,113.0,West,115.26666666666668,12.433333333333332,34.96666666666667,26.3,11.566666666666668,32.76666666666667,9.066666666666668,5.8,3.9000000000000057,-0.061
68,,Milwaukee Bucks,,58.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.8,42.7,90.4,0.473,14.8,40.3,0.368,27.9,50.1,0.557,16.6,22.4,0.743,11.1,37.5,48.6,25.8,6.4,4.9,14.6,18.1,116.9,0.707,116.9,113.3,East,117.5,10.533333333333331,37.266666666666666,25.066666666666663,14.433333333333332,38.6,7.366666666666667,4.5,3.6000000000000085,0.0849999999999999
69,,Indiana Pacers,,35.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,240.9,42.0,89.6,0.469,13.6,37.0,0.367,28.4,52.6,0.54,18.7,23.7,0.79,10.1,31.4,41.5,27.0,7.7,5.8,14.9,21.2,116.3,0.427,116.3,119.5,East,114.36666666666667,10.133333333333333,32.56666666666667,26.6,12.7,35.46666666666667,7.766666666666667,5.933333333333334,-3.200000000000003,0.122
70,,New York Knicks,,47.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,243.4,42.0,89.4,0.47,12.6,35.7,0.354,29.4,53.6,0.547,19.4,25.5,0.761,12.6,34.0,46.6,22.9,6.4,4.1,13.0,20.3,116.0,0.573,116.0,113.1,East,109.83333333333331,11.266666666666666,34.7,22.066666666666663,12.533333333333331,34.2,6.8,4.7,2.9000000000000057,0.1219999999999999
71,,Denver Nuggets,,53.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,240.9,43.6,86.4,0.504,11.8,31.2,0.379,31.8,55.2,0.575,16.8,22.4,0.751,10.1,32.9,43.0,28.9,7.5,4.5,14.5,18.6,115.8,0.646,115.8,112.5,West,114.53333333333336,9.933333333333332,33.9,27.83333333333333,12.466666666666669,33.766666666666666,7.6,4.233333333333333,3.299999999999997,0.061
72,,Minnesota Timberwolves,,42.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.8,42.9,87.4,0.49,12.2,33.3,0.365,30.7,54.1,0.568,17.9,23.7,0.755,9.1,32.8,41.9,26.2,8.0,5.4,15.3,21.6,115.8,0.512,115.8,115.8,West,114.6,10.266666666666666,32.9,25.83333333333333,13.366666666666667,37.4,8.533333333333333,5.5,0.0,-0.049
73,,Philadelphia 76ers,,54.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,242.4,40.8,83.8,0.487,12.6,32.6,0.387,28.2,51.2,0.551,21.0,25.1,0.835,8.7,32.2,40.9,25.2,7.7,4.7,13.7,20.4,115.2,0.659,115.2,110.9,East,112.9,9.066666666666666,33.666666666666664,24.2,11.833333333333334,31.5,8.166666666666666,5.4,4.299999999999997,0.037
74,,New Orleans Pelicans,,42.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,242.1,42.0,87.6,0.48,11.0,30.1,0.364,31.1,57.5,0.541,19.3,24.4,0.793,10.6,33.1,43.7,25.9,8.3,4.1,14.6,20.5,114.4,0.512,114.4,112.5,West,112.76666666666668,11.433333333333332,34.0,25.633333333333336,10.733333333333334,30.866666666666664,8.066666666666668,4.166666666666667,1.9000000000000057,0.073
75,,Dallas Mavericks,,38.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,243.0,40.0,84.3,0.475,15.2,41.0,0.371,24.8,43.3,0.574,19.0,25.1,0.755,7.6,31.2,38.8,22.9,6.3,3.7,12.2,20.7,114.2,0.463,114.2,114.1,West,111.53333333333336,8.666666666666666,33.06666666666667,23.066666666666663,14.033333333333331,38.833333333333336,6.433333333333334,4.0,0.1000000000000085,-0.1709999999999999
76,,Phoenix Suns,,45.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.2,42.1,90.1,0.467,12.2,32.6,0.374,29.9,57.5,0.52,17.2,21.7,0.793,11.8,32.4,44.2,27.3,7.1,5.3,13.5,21.2,113.6,0.549,113.6,111.6,West,114.56666666666666,10.133333333333336,34.03333333333333,27.2,12.3,33.03333333333333,7.633333333333333,4.666666666666667,2.0,-0.2309999999999999
77,,Los Angeles Clippers,,44.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.8,41.1,86.1,0.477,12.7,33.4,0.381,28.4,52.7,0.539,18.7,23.9,0.781,9.8,33.4,43.2,23.9,7.1,4.4,14.2,19.5,113.6,0.537,113.6,113.1,West,112.0,9.433333333333334,34.333333333333336,24.1,13.266666666666666,34.1,7.2,4.5,0.5,0.025
78,,Portland Trail Blazers,,33.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,240.6,40.5,85.4,0.474,12.9,35.3,0.365,27.6,50.1,0.55,19.6,24.6,0.796,9.4,31.1,40.5,24.2,6.7,4.6,14.5,20.0,113.4,0.402,113.4,117.4,West,111.9,10.133333333333333,32.5,22.8,13.766666666666666,37.63333333333333,7.2,4.7,-4.0,0.073
79,,Brooklyn Nets,,45.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,240.6,41.5,85.1,0.487,12.8,33.8,0.378,28.7,51.3,0.559,17.7,22.1,0.8,8.2,32.3,40.5,25.5,7.1,6.2,13.7,21.1,113.4,0.549,113.4,112.5,East,114.96666666666664,9.133333333333333,33.96666666666667,25.866666666666664,12.833333333333334,33.86666666666667,6.966666666666666,5.666666666666667,0.9000000000000057,0.012
80,,Washington Wizards,,35.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,240.9,42.1,86.9,0.485,11.3,31.7,0.356,30.9,55.2,0.559,17.6,22.4,0.785,9.4,34.2,43.6,25.4,6.8,5.2,14.1,18.8,113.2,0.427,113.2,114.4,East,112.8,9.366666666666667,34.6,25.3,10.666666666666666,30.433333333333334,6.833333333333333,4.766666666666667,-1.2000000000000028,0.0
81,,Chicago Bulls,,40.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,242.7,42.5,86.8,0.49,10.4,28.9,0.361,32.1,57.9,0.555,17.6,21.8,0.809,8.5,33.9,42.4,24.5,7.9,4.5,13.4,18.9,113.1,0.488,113.1,111.8,East,111.8,8.933333333333332,34.300000000000004,25.066666666666663,11.2,30.566666666666663,7.233333333333333,4.266666666666667,1.2999999999999972,-0.073
82,,San Antonio Spurs,,22.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,242.1,43.1,92.6,0.465,11.1,32.2,0.345,32.0,60.4,0.529,15.8,21.2,0.743,11.8,31.9,43.7,27.2,7.0,3.9,15.3,19.9,113.0,0.268,113.0,123.1,West,112.43333333333334,10.7,33.6,26.5,10.766666666666666,30.866666666666664,7.2,4.633333333333334,-10.099999999999994,-0.1469999999999999
83,,Toronto Raptors,,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.5,41.9,91.3,0.459,10.7,32.0,0.335,31.1,59.3,0.525,18.4,23.4,0.784,12.7,30.3,43.0,23.9,9.4,5.2,11.7,20.0,112.9,0.5,112.9,111.4,East,111.2,11.833333333333334,31.46666666666667,23.366666666666664,12.366666666666667,35.166666666666664,9.0,5.066666666666666,1.5,-0.0849999999999999
84,,Cleveland Cavaliers,,51.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,242.4,41.6,85.2,0.488,11.6,31.6,0.367,30.0,53.6,0.559,17.5,22.5,0.78,9.7,31.4,41.1,24.9,7.1,4.7,13.3,19.0,112.3,0.622,112.3,106.9,East,107.96666666666664,10.1,32.56666666666666,24.633333333333336,11.066666666666668,31.366666666666664,7.333333333333333,4.466666666666667,5.399999999999992,0.0849999999999999
85,,Orlando Magic,,34.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.2,40.5,86.3,0.47,10.8,31.1,0.346,29.8,55.2,0.539,19.6,25.0,0.784,10.2,33.1,43.2,23.2,7.4,4.7,15.1,20.1,111.4,0.415,111.4,114.0,East,106.53333333333336,9.9,34.46666666666667,22.9,11.3,33.266666666666666,7.033333333333334,4.533333333333334,-2.5999999999999943,0.1469999999999999
86,,Charlotte Hornets,,27.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.8,41.3,90.4,0.457,10.7,32.5,0.33,30.5,57.9,0.528,17.6,23.6,0.749,11.0,33.5,44.5,25.1,7.7,5.2,14.2,20.3,111.0,0.329,111.0,117.2,East,111.93333333333334,10.8,33.46666666666667,26.666666666666668,12.766666666666666,35.9,8.033333333333333,4.966666666666667,-6.200000000000003,-0.195
87,,Houston Rockets,,22.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,240.9,40.6,88.9,0.457,10.4,31.9,0.327,30.2,56.9,0.53,19.1,25.3,0.754,13.4,32.9,46.3,22.4,7.3,4.6,16.2,20.5,110.7,0.268,110.7,118.6,West,109.73333333333332,10.766666666666666,32.86666666666667,23.2,12.566666666666668,37.06666666666667,7.399999999999999,4.766666666666667,-7.899999999999991,0.024
88,,Detroit Pistons,,17.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.5,39.6,87.1,0.454,11.4,32.4,0.351,28.2,54.6,0.516,19.8,25.7,0.771,11.2,31.3,42.4,23.0,7.0,3.8,15.1,22.1,110.3,0.207,110.3,118.5,East,107.23333333333332,10.6,32.13333333333333,23.566666666666663,11.433333333333332,33.300000000000004,7.366666666666667,4.6000000000000005,-8.200000000000003,-0.073
89,,Miami Heat,,44.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,82.0,241.5,39.2,85.3,0.46,12.0,34.8,0.344,27.3,50.5,0.54,19.1,23.0,0.831,9.7,30.9,40.6,23.8,8.0,3.0,13.5,18.5,109.5,0.537,109.5,109.8,East,109.2,9.166666666666666,32.766666666666666,25.2,12.833333333333334,35.6,7.766666666666667,3.4,-0.2999999999999971,-0.1089999999999999
90,,Indiana Pacers,,47.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,82.0,240.3,47.0,92.7,0.507,13.2,35.3,0.374,33.8,57.4,0.589,16.1,20.5,0.782,10.1,31.4,41.5,30.8,7.7,5.9,12.9,21.4,123.3,0.573,123.3,120.2,East,116.6,10.125,32.275,27.65,12.825,35.425,7.75,5.925,3.0999999999999943,0.1459999999999999
